year	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
money	35.7 	 37.9 	 38.0 	 36.3 	 35.0 	 33.4 	 36.0 	 37.8 	 39.2 	 37.2 	 36.7 	 36.9 	 36.4 	 35.6
